Channel__c,Id,IsChatUser__c,IsCRMContentUser__c,IsDeleted,IsFlowUser__c,IsForecastingAllowed__c,IsKnowledgeUser__c,IsMarketingUser__c,IsOfflineUser__c,IsServiceCloudUser__c,IsWFH__c,MyLogin_Application_Profile_ExtId__c,MyLogin_Application_Profile_Name__c,Organization__c,PermissionSetGroupId__c,PermissionSetId__c,PermissionSet_Name__c,Permission_Set_Group_Name__c,ProfileId__c,ProfileName__c,RoleId__c,RoleName__c,Sub_Channel__c
Office of the President,EJId1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,OOPAdminProfile,OOP,0PG7b000000CaWCGA0,0PS7b0000008ubz,OOPAdmin,CommonPermissionWithEA,00e7b000000QT6h,OOPAdminProfile,00E6g000000tWBX,OOP Admin,Office of the President
